Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,X,Y,Z
0 days 00:00:13.947000,9017.750112,149.1375024,4,0.0,True,0,pos,684.8024263397936,791.0,-713.0,172.0
0 days 00:00:14.061000,8918.0,147.0,4,0.0,True,0,car,689.4522222222222,771.0303764445604,-674.8536089716175,170.93656231800696
0 days 00:00:14.187000,8847.44007168,144.48000256,4,0.0,True,0,pos,694.4735876558324,755.0,-629.0,170.0
0 days 00:00:14.261000,8806.0,143.0,4,0.0,False,0,car,697.3966666666666,748.9816486938856,-596.5757425420059,169.43325387481235
0 days 00:00:14.461000,8468.0,141.0,4,11.0,False,0,car,705.23,743.3835385273221,-509.37496217630587,168.1033885319307
0 days 00:00:14.527000,8573.731582004086,139.0298462980605,4,22.164204310990428,False,0,pos,707.728748743561,743.0,-502.0,168.0
0 days 00:00:14.547000,8605.770983091259,138.4328388243865,4,25.547246661809883,False,0,pos,708.4755870609453,743.0,-502.0,168.0
0 days 00:00:14.662000,8790.0,135.0,4,45.0,False,0,car,712.7675,747.5561030660372,-461.76769976445814,167.0585644412427
0 days 00:00:14.747000,8843.12496,136.0624992,4,51.7291616,False,0,pos,715.9891596371231,753.0,-416.0,166.0
0 days 00:00:14.902000,8940.0,138.0,4,64.0,False,0,car,721.9675,762.1616682528845,-350.6091181969515,164.52637266333986
0 days 00:00:15.067000,9285.124866133334,142.1249984,4,79.12499413333333,False,0,pos,728.477477337377,769.0,-292.0,163.0
0 days 00:00:15.142000,9442.0,144.0,4,86.0,False,0,car,731.5675,770.4534830982552,-263.8117046402858,162.10142850572842
0 days 00:00:15.967000,11220.234109495652,171.79891951304347,4,98.55435074782609,False,0,pos,771.5160795744348,700.0,88.0,146.0
0 days 00:00:16.062000,11425.0,175.0,4,100.0,False,0,car,776.2897222222223,677.4673534199995,128.19135423580897,143.93819219393762
0 days 00:00:16.167000,11486.250112,178.0625056,4,100.0,False,0,pos,781.5423025426452,649.0,172.0,142.0
0 days 00:00:16.302000,11565.0,182.0,4,100.0,False,0,car,788.4230555555555,607.5349537026867,227.36900344416114,140.51182033194902
0 days 00:00:16.347000,11490.97510528,183.91249728,4,100.0,False,0,pos,790.7988459227556,593.0,246.0,140.0
0 days 00:00:16.667000,10964.57510528,197.51249728,4,100.0,False,0,pos,808.5758380537402,485.0,382.0,135.0
0 days 00:00:16.702000,10907.0,199.0,5,100.0,False,0,car,810.5341666666667,473.13776191117176,396.62917814484763,134.57556050050573
0 days 00:00:16.862000,11223.0,202.0,5,100.0,False,0,car,819.5119444444442,416.02300081560884,466.5214585759618,133.04549334302092
0 days 00:00:16.867000,11232.708209066666,202.20833066666665,5,100.0,False,0,pos,819.7979236416961,414.0,469.0,133.0
0 days 00:00:17.102000,11689.0,212.0,5,100.0,False,0,car,833.6452777777777,310.8381734618844,595.740305001066,131.03004646164675
0 days 00:00:17.107000,11689.8124896,212.10416533333333,5,100.0,False,0,pos,833.943968992169,309.0,598.0,131.0
0 days 00:00:17.342000,11728.0,217.0,5,100.0,False,0,car,848.1119444444442,241.31128302468244,680.2710146935822,130.1075407740397
0 days 00:00:17.367000,11728.0,217.75000576,5,100.0,False,0,pos,849.6428469746991,233.0,690.0,130.0
0 days 00:00:17.542000,11728.0,223.0,6,100.0,False,0,car,860.5008333333333,161.91071097783052,771.126170588644,129.10258460394215
0 days 00:00:17.587000,11426.5004288,224.406248,6,100.0,False,0,pos,863.3301955112858,143.0,792.0,129.0
0 days 00:00:17.702000,10656.0,228.0,6,100.0,False,0,car,870.6341666666666,96.62406475144644,841.5728087117045,129.15088722108922
0 days 00:00:17.907000,10920.96241728,232.09999872,6,100.0,False,0,pos,883.9497347307109,0.0,934.0,130.0
0 days 00:00:18.102000,11173.0,236.0,6,100.0,False,0,car,896.8563888888888,-134.80549943538884,1049.3065107216,130.01028012799975
